From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Pathway	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs
Q8IUX7	Q8IUX7	reviewed	AEBP1_HUMAN	Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein)	AEBP1 ACLP	Homo sapiens (Human)	1158		negative regulation of transcription by RNA polymerase II [GO:0000122]; peptide metabolic process [GO:0006518]; protein processing [GO:0016485]; regulation of collagen fibril organization [GO:1904026]; regulation of DNA-templated transcription [GO:0006355]	collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nucleus [GO:0005634]; calmodulin binding [GO:0005516]; collagen binding [GO:0005518]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metallocarboxypeptidase activity [GO:0004181]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]; negative regulation of transcription by RNA polymerase II [GO:0000122]; peptide metabolic process [GO:0006518]; protein processing [GO:0016485]; regulation of collagen fibril organization [GO:1904026]; regulation of DNA-templated transcription [GO:0006355]	GO:0000122; GO:0000977; GO:0001227; GO:0004181; GO:0005516; GO:0005518; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0006355; GO:0006518; GO:0008270; GO:0016485; GO:0062023; GO:0070062; GO:1904026
Q8IV08	Q8IV08	reviewed	PLD3_HUMAN	5'-3' exonuclease PLD3 (EC 3.1.16.1) (Choline phosphatase 3) (HindIII K4L homolog) (Hu-K4) (Phosphatidylcholine-hydrolyzing phospholipase D3) (Phospholipase D3) (PLD 3)	PLD3	Homo sapiens (Human)	490		immune system process [GO:0002376]; inflammatory response [GO:0006954]; myotube differentiation [GO:0014902]; regulation of cytokine production involved in inflammatory response [GO:1900015]	early endosome membrane [GO:0031901]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; late endosome membrane [GO:0031902]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; phospholipase D activity [GO:0004630]; single-stranded DNA 5'-3' DNA exonuclease activity [GO:0045145]; immune system process [GO:0002376]; inflammatory response [GO:0006954]; myotube differentiation [GO:0014902]; regulation of cytokine production involved in inflammatory response [GO:1900015]	GO:0000139; GO:0002376; GO:0004630; GO:0005765; GO:0005789; GO:0006954; GO:0014902; GO:0031901; GO:0031902; GO:0043202; GO:0045145; GO:0070062; GO:1900015
Q8IW52	Q8IW52	reviewed	SLIK4_HUMAN	SLIT and NTRK-like protein 4	SLITRK4	Homo sapiens (Human)	837		axonogenesis [GO:0007409]; positive regulation of synapse assembly [GO:0051965]; regulation of presynapse assembly [GO:1905606]; regulation of synapse organization [GO:0050807]	glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; axonogenesis [GO:0007409]; positive regulation of synapse assembly [GO:0051965]; regulation of presynapse assembly [GO:1905606]; regulation of synapse organization [GO:0050807]	GO:0005886; GO:0007409; GO:0050807; GO:0051965; GO:0098978; GO:1905606
Q8IWU5	Q8IWU5	reviewed	SULF2_HUMAN	Extracellular sulfatase Sulf-2 (hSulf-2) (Arylsulfatase) (EC 3.1.6.1) (N-acetylglucosamine-6-sulfatase) (EC 3.1.6.14) [Cleaved into: Extracellular sulfatase Sulf-2 secreted form]	SULF2 KIAA1247 UNQ559/PRO1120	Homo sapiens (Human)	870		bone development [GO:0060348]; cartilage development [GO:0051216]; chondrocyte development [GO:0002063]; embryonic skeletal system development [GO:0048706]; esophagus smooth muscle contraction [GO:0014846]; glial cell-derived neurotrophic factor receptor signaling pathway [GO:0035860]; glomerular basement membrane development [GO:0032836]; glomerular filtration [GO:0003094]; heparan sulfate proteoglycan metabolic process [GO:0030201]; innervation [GO:0060384]; kidney development [GO:0001822]; liver regeneration [GO:0097421]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of endothelin production [GO:1904472]; positive regulation of vascular endothelial growth factor production [GO:0010575]; positive regulation of Wnt signaling pathway [GO:0030177]; regulation of hepatocyte proliferation [GO:2000345]; response to wounding [GO:0009611]	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi stack [GO:0005795]; plasma membrane [GO:0005886]; arylsulfatase activity [GO:0004065]; calcium ion binding [GO:0005509]; glycosaminoglycan binding [GO:0005539]; N-acetylglucosamine-6-sulfatase activity [GO:0008449]; bone development [GO:0060348]; cartilage development [GO:0051216]; chondrocyte development [GO:0002063]; embryonic skeletal system development [GO:0048706]; esophagus smooth muscle contraction [GO:0014846]; glial cell-derived neurotrophic factor receptor signaling pathway [GO:0035860]; glomerular basement membrane development [GO:0032836]; glomerular filtration [GO:0003094]; heparan sulfate proteoglycan metabolic process [GO:0030201]; innervation [GO:0060384]; kidney development [GO:0001822]; liver regeneration [GO:0097421]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of endothelin production [GO:1904472]; positive regulation of vascular endothelial growth factor production [GO:0010575]; positive regulation of Wnt signaling pathway [GO:0030177]; regulation of hepatocyte proliferation [GO:2000345]; response to wounding [GO:0009611]	GO:0001822; GO:0002063; GO:0003094; GO:0004065; GO:0005509; GO:0005539; GO:0005576; GO:0005615; GO:0005783; GO:0005795; GO:0005886; GO:0008449; GO:0009611; GO:0009986; GO:0010575; GO:0014846; GO:0030177; GO:0030201; GO:0032836; GO:0035860; GO:0040037; GO:0048706; GO:0051216; GO:0060348; GO:0060384; GO:0090263; GO:0097421; GO:1904472; GO:2000345
Q8IWV2	Q8IWV2	reviewed	CNTN4_HUMAN	Contactin-4 (Brain-derived immunoglobulin superfamily protein 2) (BIG-2)	CNTN4	Homo sapiens (Human)	1026		axon guidance [GO:0007411]; axonal fasciculation [GO:0007413]; axonogenesis [GO:0007409]; brain development [GO:0007420]; dendrite self-avoidance [GO:0070593]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of neuron differentiation [GO:0045665]; nervous system development [GO:0007399]; neuron cell-cell adhesion [GO:0007158]; neuron projection development [GO:0031175]; regulation of synaptic plasticity [GO:0048167]; synapse organization [GO:0050808]	axon [GO:0030424]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; synapse [GO:0045202]; cell-cell adhesion mediator activity [GO:0098632]; axon guidance [GO:0007411]; axonal fasciculation [GO:0007413]; axonogenesis [GO:0007409]; brain development [GO:0007420]; dendrite self-avoidance [GO:0070593]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of neuron differentiation [GO:0045665]; nervous system development [GO:0007399]; neuron cell-cell adhesion [GO:0007158]; neuron projection development [GO:0031175]; regulation of synaptic plasticity [GO:0048167]; synapse organization [GO:0050808]	GO:0005576; GO:0005886; GO:0007156; GO:0007158; GO:0007399; GO:0007409; GO:0007411; GO:0007413; GO:0007420; GO:0030424; GO:0031175; GO:0045202; GO:0045665; GO:0048167; GO:0050808; GO:0070593; GO:0098552; GO:0098632
Q8IYS5	Q8IYS5	reviewed	OSCAR_HUMAN	Osteoclast-associated immunoglobulin-like receptor (Osteoclast-associated receptor) (hOSCAR) (Polymeric immunoglobulin receptor 3) (PIgR-3) (PIgR3) (Poly-Ig receptor 3)	OSCAR	Homo sapiens (Human)	282		immune response-regulating signaling pathway [GO:0002764]; osteoclast differentiation [GO:0030316]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]; collagen receptor activity [GO:0038064]; immune response-regulating signaling pathway [GO:0002764]; osteoclast differentiation [GO:0030316]	GO:0002764; GO:0005576; GO:0005886; GO:0030316; GO:0035580; GO:0038064; GO:0070062; GO:1904724
Q8IZP7	Q8IZP7	reviewed	H6ST3_HUMAN	Heparan-sulfate 6-O-sulfotransferase 3 (HS6ST-3) (EC 2.8.2.-)	HS6ST3	Homo sapiens (Human)	471		heparan sulfate proteoglycan biosynthetic process, enzymatic modification [GO:0015015]	Golgi apparatus [GO:0005794]; membrane [GO:0016020]; heparan sulfate 6-O-sulfotransferase activity [GO:0017095]; heparan sulfate proteoglycan biosynthetic process, enzymatic modification [GO:0015015]	GO:0005794; GO:0015015; GO:0016020; GO:0017095
Q8N126	Q8N126	reviewed	CADM3_HUMAN	Cell adhesion molecule 3 (Brain immunoglobulin receptor) (Immunoglobulin superfamily member 4B) (IgSF4B) (Nectin-like protein 1) (NECL-1) (Synaptic cell adhesion molecule 3) (SynCAM3) (TSLC1-like protein 1) (TSLL1)	CADM3 IGSF4B NECL1 SYNCAM3 TSLL1 UNQ225/PRO258	Homo sapiens (Human)	398		heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	cell-cell junction [GO:0005911]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734]; protein homodimerization activity [GO:0042803]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005886; GO:0005911; GO:0007156; GO:0007157; GO:0042734; GO:0042803
Q8N3J6	Q8N3J6	reviewed	CADM2_HUMAN	Cell adhesion molecule 2 (Immunoglobulin superfamily member 4D) (IgSF4D) (Nectin-like protein 3) (NECL-3) (Synaptic cell adhesion molecule 2) (SynCAM 2)	CADM2 IGSF4D NECL3	Homo sapiens (Human)	435		homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	axon [GO:0030424]; neuronal cell body membrane [GO:0032809]; plasma membrane [GO:0005886]; synapse [GO:0045202]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005886; GO:0007156; GO:0030424; GO:0032809; GO:0045202
Q8NBJ4	Q8NBJ4	reviewed	GOLM1_HUMAN	Golgi membrane protein 1 (Golgi membrane protein GP73) (Golgi phosphoprotein 2)	GOLM1 C9orf155 GOLPH2 PSEC0242 UNQ686/PRO1326	Homo sapiens (Human)	401		nucleus organization [GO:0006997]; regulation of lipid metabolic process [GO:0019216]	endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; nucleus organization [GO:0006997]; regulation of lipid metabolic process [GO:0019216]	GO:0005615; GO:0005788; GO:0005794; GO:0005886; GO:0006997; GO:0019216
Q8NBP7	Q8NBP7	reviewed	PCSK9_HUMAN	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9 NARC1 PSEC0052	Homo sapiens (Human)	692		apoptotic process [GO:0006915]; cellular response to insulin stimulus [GO:0032869]; cellular response to starvation [GO:0009267]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; kidney development [GO:0001822]; lipoprotein metabolic process [GO:0042157]; liver development [GO:0001889]; low-density lipoprotein particle receptor catabolic process [GO:0032802]; lysosomal transport [GO:0007041]; negative regulation of low-density lipoprotein particle clearance [GO:0010989]; negative regulation of low-density lipoprotein particle receptor binding [GO:1905596]; negative regulation of low-density lipoprotein receptor activity [GO:1905598]; negative regulation of receptor internalization [GO:0002091]; negative regulation of receptor recycling [GO:0001920]; negative regulation of receptor-mediated endocytosis involved in cholesterol transport [GO:1905601]; negative regulation of sodium ion transmembrane transporter activity [GO:2000650]; neurogenesis [GO:0022008]; neuron differentiation [GO:0030182]; phospholipid metabolic process [GO:0006644]; positive regulation of low-density lipoprotein particle receptor catabolic process [GO:0032805]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of receptor internalization [GO:0002092]; protein autoprocessing [GO:0016540]; regulation of neuron apoptotic process [GO:0043523]; regulation of signaling receptor activity [GO:0010469]; triglyceride metabolic process [GO:0006641]	cell surface [GO:0009986]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; endolysosome membrane [GO:0036020]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of external side of plasma membrane [GO:0031232]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; PCSK9-AnxA2 complex [GO:1990667]; PCSK9-LDLR complex [GO:1990666]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; apolipoprotein binding [GO:0034185]; apolipoprotein receptor binding [GO:0034190]; low-density lipoprotein particle binding [GO:0030169]; low-density lipoprotein particle receptor binding [GO:0050750]; RNA binding [GO:0003723]; serine-type endopeptidase activity [GO:0004252]; signaling receptor inhibitor activity [GO:0030547]; sodium channel inhibitor activity [GO:0019871]; very-low-density lipoprotein particle binding [GO:0034189]; very-low-density lipoprotein particle receptor binding [GO:0070326]; apoptotic process [GO:0006915]; cellular response to insulin stimulus [GO:0032869]; cellular response to starvation [GO:0009267]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; kidney development [GO:0001822]; lipoprotein metabolic process [GO:0042157]; liver development [GO:0001889]; low-density lipoprotein particle receptor catabolic process [GO:0032802]; lysosomal transport [GO:0007041]; negative regulation of low-density lipoprotein particle clearance [GO:0010989]; negative regulation of low-density lipoprotein particle receptor binding [GO:1905596]; negative regulation of low-density lipoprotein receptor activity [GO:1905598]; negative regulation of receptor internalization [GO:0002091]; negative regulation of receptor recycling [GO:0001920]; negative regulation of receptor-mediated endocytosis involved in cholesterol transport [GO:1905601]; negative regulation of sodium ion transmembrane transporter activity [GO:2000650]; neurogenesis [GO:0022008]; neuron differentiation [GO:0030182]; phospholipid metabolic process [GO:0006644]; positive regulation of low-density lipoprotein particle receptor catabolic process [GO:0032805]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of receptor internalization [GO:0002092]; protein autoprocessing [GO:0016540]; regulation of neuron apoptotic process [GO:0043523]; regulation of signaling receptor activity [GO:0010469]; triglyceride metabolic process [GO:0006641]	GO:0001822; GO:0001889; GO:0001920; GO:0002091; GO:0002092; GO:0003723; GO:0004252; GO:0005576; GO:0005615; GO:0005737; GO:0005764; GO:0005765; GO:0005769; GO:0005770; GO:0005783; GO:0005788; GO:0005794; GO:0005886; GO:0006641; GO:0006644; GO:0006915; GO:0007041; GO:0008203; GO:0009267; GO:0009986; GO:0010469; GO:0010989; GO:0016540; GO:0019871; GO:0022008; GO:0030134; GO:0030169; GO:0030182; GO:0030547; GO:0031232; GO:0032802; GO:0032805; GO:0032869; GO:0034185; GO:0034189; GO:0034190; GO:0036020; GO:0042157; GO:0042632; GO:0043523; GO:0043525; GO:0048471; GO:0050750; GO:0070326; GO:1905596; GO:1905598; GO:1905601; GO:1990666; GO:1990667; GO:2000650
Q8NBS9	Q8NBS9	reviewed	TXND5_HUMAN	Thioredoxin domain-containing protein 5 (EC 1.8.4.-) (EC 5.3.4.1) (Endoplasmic reticulum resident protein 46) (ER protein 46) (ERp46) (Thioredoxin-like protein p46)	TXNDC5 TLP46 UNQ364/PRO700	Homo sapiens (Human)	432		negative regulation of apoptotic process [GO:0043066]; protein folding [GO:0006457]	azurophil granule lumen [GO:0035578]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; lysosomal lumen [GO:0043202]; protein disulfide isomerase activity [GO:0003756]; protein-disulfide reductase activity [GO:0015035]; negative regulation of apoptotic process [GO:0043066]; protein folding [GO:0006457]	GO:0003756; GO:0005576; GO:0005783; GO:0005788; GO:0006457; GO:0015035; GO:0035578; GO:0043066; GO:0043202; GO:0070062
